nombre_cliente,apellido_cliente,nombre_pais,nombre_subcategoria,descripcion_subcategoria,nombre_producto,fecha_fabricacion,descripcion_producto,fecha,cantidad_producto,precio_unitario,iva_cobrado,subtotal,total
Caroline,Perez,Sweden,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,twilight-star,1998-01-13,Macetas,2015-10-01,2,302.23,72.54,604.46,677.00
Makayla,Morgan,Unite Kingdom,Macetas de arcilla,son macetas porosas que permiten una mejor circulación del aire y el agua. Sin embargo,dark-fire,2020-07-13,Macetas,2020-04-21,1,12.09,1.45,12.09,13.54
Makayla,Morgan,Unite Kingdom,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,damp-pine,2020-12-02,Herramientas,2020-04-21,1,9.63,1.16,9.63,10.79
Makayla,Morgan,Unite Kingdom,Han-Kengai,Este estilo de bonsái se caracteriza por el tronco inclinado hacia abajo,divine-river,2009-02-26,Bonsai,2020-04-21,2,169.25,40.62,338.50,379.12
Makayla,Morgan,Unite Kingdom,Macetas de plástico,son una opción económica para los bonsáis. Son resistentes,solitary-water,2020-10-14,Macetas,2020-04-21,4,12.09,5.80,48.36,54.16
Luna,Miller,Colombia,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,young-snow,2020-06-26,Herramientas,2017-04-10,3,9.63,3.47,28.89,32.36
Luna,Miller,Colombia,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,small-smoke,1984-05-16,Macetas,2017-04-10,3,459.38,165.38,1378.14,1543.52
Luna,Miller,Colombia,Kiryuzuna,También conocido como arena de río,delicate-wood,2021-02-20,Sustrato,2017-04-10,3,6.04,2.17,18.12,20.29
Luna,Miller,Colombia,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,proud-silence,2021-05-02,Herramientas,2017-04-10,3,9.63,3.47,28.89,32.36
Luna,Miller,Colombia,Sphagnum moss,Es un tipo de musgo que se utiliza a menudo como sustrato para bonsáis. Tiene una capacidad de retención de agua muy alta y ayuda a mantener las raíces húmedas,holy-pond,2020-05-03,Sustrato,2017-04-10,5,6.04,3.62,30.20,33.82
James,Perez,Colombia,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,fragrant-wave,2020-04-20,Herramientas,2008-03-30,3,9.63,3.47,28.89,32.36
Valentina,Stevens,Unite Estates,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,winter-meadow,2020-08-04,Macetas,2008-08-08,3,12.09,4.35,36.27,40.62
Dylan,Reed,Colombia,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,wandering-smoke,2021-11-06,Macetas,2007-01-19,2,12.09,2.90,24.18,27.08
Eli,Ortiz,Unite Kingdom,Akadama,Un sustrato japonés hecho de arcilla volcánica,wandering-voice,2021-07-26,Sustrato,2012-09-22,4,6.04,2.90,24.16,27.06
Eli,Ortiz,Unite Kingdom,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,misty-tree,2021-03-09,Sustrato,2012-09-22,5,6.04,3.62,30.20,33.82
Addison,Tucker,Colombia,Sierra,se utilizan para cortar ramas gruesas de un bonsái,long-sun,2020-04-20,Herramientas,2017-06-24,3,9.63,3.47,28.89,32.36
Addison,Tucker,Colombia,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,wandering-mountain,2021-02-16,Macetas,2017-06-24,4,12.09,5.80,48.36,54.16
Addison,Tucker,Colombia,Moyogi,"Es el estilo más común de bonsái, caracterizado por un tronco recto y una corona simétrica.",twilight-river,2008-07-23,Bonsai,2017-06-24,4,169.25,81.24,677.00,758.24
Addison,Tucker,Colombia,Tijeras de defoliación,se utilizan para eliminar las hojas de un bonsái,billowing-darkness,2021-02-18,Herramientas,2017-06-24,4,9.63,4.62,38.52,43.14
Aurora,Davis,Ecuador,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,wispy-frog,2021-09-02,Herramientas,2020-06-28,3,9.63,3.47,28.89,32.36
Skylar,Hicks,Unite Kingdom,Tierra para macetas,es un sustrato común que se puede utilizar para bonsáis. Es una mezcla de tierra,rough-night,2021-06-23,Sustrato,2008-05-27,4,6.04,2.90,24.16,27.06
Amelia,Anderson,Unite Estates,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,patient-dew,2021-04-21,Sustrato,2005-05-09,3,6.04,2.17,18.12,20.29
Amelia,Anderson,Unite Estates,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,floral-thunder,2020-04-28,Macetas,2005-05-09,2,12.09,2.90,24.18,27.08
Amelia,Anderson,Unite Estates,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,weathered-field,2020-06-25,Macetas,2005-05-09,4,12.09,5.80,48.36,54.16
Christian,Mitchell,Colombia,Macetas de arcilla,son macetas porosas que permiten una mejor circulación del aire y el agua. Sin embargo,ancient-sky,2021-08-07,Macetas,2008-04-03,3,12.09,4.35,36.27,40.62
Christian,Mitchell,Colombia,Neagari,Es un estilo de bonsái en el que el tronco está completamente expuesto en la superficie del suelo,old-grass,1990-08-12,Bonsai,2008-04-03,4,386.85,185.69,1547.40,1733.09
Christian,Mitchell,Colombia,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,dry-waterfall,2021-03-20,Macetas,2008-04-03,5,12.09,7.25,60.45,67.70
Christian,Mitchell,Colombia,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,damp-frog,2021-01-03,Herramientas,2008-04-03,1,9.63,1.16,9.63,10.79
Stella,Webb,Sweden,Tierra para macetas,es un sustrato común que se puede utilizar para bonsáis. Es una mezcla de tierra,spring-butterfly,2021-08-30,Sustrato,2018-05-15,2,6.04,1.45,12.08,13.53
Stella,Webb,Sweden,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,lingering-pine,2021-08-30,Herramientas,2018-05-15,2,9.63,2.31,19.26,21.57
Hunter,Mason,Unite Estates,Sphagnum moss,Es un tipo de musgo que se utiliza a menudo como sustrato para bonsáis. Tiene una capacidad de retención de agua muy alta y ayuda a mantener las raíces húmedas,muddy-moon,2020-10-10,Sustrato,2021-01-29,4,6.04,2.90,24.16,27.06
Hunter,Mason,Unite Estates,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,fragrant-wave,2020-04-20,Herramientas,2021-01-29,4,9.63,4.62,38.52,43.14
Hunter,Mason,Unite Estates,Macetas de arcilla,son macetas porosas que permiten una mejor circulación del aire y el agua. Sin embargo,bitter-haze,2021-01-27,Macetas,2021-01-29,2,12.09,2.90,24.18,27.08
Gemma,Gonzalez,Unite Kingdom,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,wispy-leaf,2021-12-25,Macetas,2010-06-12,5,12.09,7.25,60.45,67.70
Gemma,Gonzalez,Unite Kingdom,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,red-leaf,2020-08-05,Herramientas,2010-06-12,1,9.63,1.16,9.63,10.79
Gemma,Gonzalez,Unite Kingdom,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,weathered-glitter,2021-11-02,Macetas,2010-06-12,2,12.09,2.90,24.18,27.08
Gemma,Gonzalez,Unite Kingdom,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,polished-waterfall,2020-11-04,Herramientas,2010-06-12,2,9.63,2.31,19.26,21.57
Gemma,Gonzalez,Unite Kingdom,Macetas de plástico,son una opción económica para los bonsáis. Son resistentes,misty-wave,2020-11-25,Macetas,2010-06-12,2,12.09,2.90,24.18,27.08
Dominic,Cook,Sweden,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,bold-lake,2020-07-29,Herramientas,2021-07-06,4,9.63,4.62,38.52,43.14
Dominic,Cook,Sweden,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,muddy-star,2020-11-30,Herramientas,2021-07-06,3,9.63,3.47,28.89,32.36
Dominic,Cook,Sweden,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,dry-paper,2021-04-15,Macetas,2021-07-06,1,12.09,1.45,12.09,13.54
Dominic,Cook,Sweden,Ishitsuki,Se refiere a un estilo de bonsái en el que el árbol se cultiva en una roca,late-sun,2002-03-04,Bonsai,2021-07-06,2,253.87,60.93,507.74,568.67
Dominic,Cook,Sweden,Sierra,se utilizan para cortar ramas gruesas de un bonsái,old-glitter,2020-08-01,Herramientas,2021-07-06,5,9.63,5.78,48.15,53.93
Abigail,Perez,Ecuador,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,weathered-water,2020-11-10,Herramientas,2010-03-11,1,9.63,1.16,9.63,10.79
Abigail,Perez,Ecuador,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,autumn-surf,2020-02-01,Herramientas,2010-03-11,5,9.63,5.78,48.15,53.93
Abigail,Perez,Ecuador,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,ancient-wood,2021-03-14,Herramientas,2010-03-11,4,9.63,4.62,38.52,43.14
Abigail,Perez,Ecuador,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,wild-snowflake,2021-02-14,Herramientas,2010-03-11,4,9.63,4.62,38.52,43.14
Jackson,Anderson,Colombia,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,wild-pine,2020-06-23,Macetas,2002-03-13,5,12.09,7.25,60.45,67.70
Jackson,Anderson,Colombia,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,snowy-dawn,2020-03-23,Herramientas,2002-03-13,1,9.63,1.16,9.63,10.79
Jackson,Anderson,Colombia,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,divine-dust,2020-05-21,Herramientas,2002-03-13,4,9.63,4.62,38.52,43.14
Jackson,Anderson,Colombia,Kiryuzuna,También conocido como arena de río,cool-breeze,2021-02-03,Sustrato,2002-03-13,1,6.04,0.72,6.04,6.76
Jackson,Anderson,Colombia,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,morning-sun,2021-09-24,Herramientas,2002-03-13,2,9.63,2.31,19.26,21.57
Easton,Henry,Unite Kingdom,Literati,Este estilo de bonsái se caracteriza por un tronco retorcido y ramas curvas.,divine-morning,2012-07-12,Bonsai,2006-02-10,3,120.89,43.52,362.67,406.19
Easton,Henry,Unite Kingdom,Vermiculita,Es un sustrato similar a la perlita,wispy-smoke,2020-12-02,Sustrato,2006-02-10,4,6.04,2.90,24.16,27.06
Easton,Henry,Unite Kingdom,Alicate,se utilizan para ajustar y cortar el alambre que se usa para dar forma a un bonsái,ancient-butterfly,2021-08-24,Herramientas,2006-02-10,3,9.63,3.47,28.89,32.36
Easton,Henry,Unite Kingdom,Macetas de arcilla,son macetas porosas que permiten una mejor circulación del aire y el agua. Sin embargo,withered-night,2020-02-26,Macetas,2006-02-10,2,12.09,2.90,24.18,27.08
Riley,Martin,Ecuador,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,white-fire,1992-03-26,Macetas,2019-11-07,2,374.76,89.94,749.52,839.46
Riley,Martin,Ecuador,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,floral-surf,2020-03-18,Macetas,2019-11-07,3,12.09,4.35,36.27,40.62
Valentina,Davis,Unite Estates,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,white-bird,2021-10-18,Herramientas,2012-07-25,1,9.63,1.16,9.63,10.79
Riley,Martin,Ecuador,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,damp-butterfly,2021-07-04,Sustrato,2019-11-07,1,6.04,0.72,6.04,6.76
Riley,Martin,Ecuador,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,green-darkness,2020-08-21,Macetas,2019-11-07,5,12.09,7.25,60.45,67.70
Riley,Martin,Ecuador,Perlita,Es un sustrato de origen volcánico muy ligero que se utiliza a menudo en mezclas de sustratos para bonsáis. Tiene una capacidad de retención de agua moderada y ayuda a mejorar la aireación del sustrato,bitter-glitter,2020-12-13,Sustrato,2019-11-07,3,6.04,2.17,18.12,20.29
Ella,Brown,Unite Estates,Macetas de arcilla,son macetas porosas que permiten una mejor circulación del aire y el agua. Sin embargo,withered-cloud,2020-10-21,Macetas,2011-07-27,2,12.09,2.90,24.18,27.08
Ella,Brown,Unite Estates,Sierra,se utilizan para cortar ramas gruesas de un bonsái,wispy-flower,2020-06-12,Herramientas,2011-07-27,5,9.63,5.78,48.15,53.93
Ella,Brown,Unite Estates,Perlita,Es un sustrato de origen volcánico muy ligero que se utiliza a menudo en mezclas de sustratos para bonsáis. Tiene una capacidad de retención de agua moderada y ayuda a mejorar la aireación del sustrato,lingering-flower,2021-01-14,Sustrato,2011-07-27,1,6.04,0.72,6.04,6.76
Aaliyah,Wright,Ecuador,Tijeras de defoliación,se utilizan para eliminar las hojas de un bonsái,falling-leaf,2021-11-01,Herramientas,2007-01-14,2,9.63,2.31,19.26,21.57
Aaliyah,Wright,Ecuador,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,dark-sky,1997-05-04,Macetas,2007-01-14,2,302.23,72.54,604.46,677.00
Aaliyah,Wright,Ecuador,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,lively-meadow,2020-08-06,Herramientas,2007-01-14,2,9.63,2.31,19.26,21.57
Aaliyah,Wright,Ecuador,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,silent-sunset,2021-01-24,Herramientas,2007-01-14,4,9.63,4.62,38.52,43.14
Aaliyah,Wright,Ecuador,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,weathered-bush,2021-09-29,Herramientas,2007-01-14,1,9.63,1.16,9.63,10.79
Luke,Williams,Unite Kingdom,Sphagnum moss,Es un tipo de musgo que se utiliza a menudo como sustrato para bonsáis. Tiene una capacidad de retención de agua muy alta y ayuda a mantener las raíces húmedas,dark-water,2020-05-01,Sustrato,2011-03-29,5,6.04,3.62,30.20,33.82
Luke,Williams,Unite Kingdom,Neagari,Es un estilo de bonsái en el que el tronco está completamente expuesto en la superficie del suelo,withered-wildflower,2018-03-28,Bonsai,2011-03-29,2,60.45,14.51,120.90,135.41
Harper,Smith,Unite Estates,Kiryuzuna,También conocido como arena de río,dawn-water,2020-02-22,Sustrato,2010-03-29,1,6.04,0.72,6.04,6.76
Harper,Smith,Unite Estates,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,wandering-mountain,2021-02-16,Macetas,2010-03-29,5,12.09,7.25,60.45,67.70
Harper,Smith,Unite Estates,Kiryuzuna,También conocido como arena de río,empty-surf,2020-06-18,Sustrato,2010-03-29,4,6.04,2.90,24.16,27.06
Harper,Smith,Unite Estates,Alicate,se utilizan para ajustar y cortar el alambre que se usa para dar forma a un bonsái,dark-frost,2021-11-22,Herramientas,2010-03-29,5,9.63,5.78,48.15,53.93
Jason,Tucker,Unite Estates,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,empty-snow,2021-12-06,Macetas,2001-12-12,1,12.09,1.45,12.09,13.54
Skylar,Green,Sweden,Tijeras de defoliación,se utilizan para eliminar las hojas de un bonsái,summer-glade,2020-07-23,Herramientas,2011-01-19,2,9.63,2.31,19.26,21.57
Dominic,Simpson,Unite Kingdom,Macetas de arcilla,son macetas porosas que permiten una mejor circulación del aire y el agua. Sin embargo,holy-frost,2021-04-16,Macetas,2001-10-01,5,12.09,7.25,60.45,67.70
Dominic,Simpson,Unite Kingdom,Vermiculita,Es un sustrato similar a la perlita,twilight-flower,2020-03-17,Sustrato,2001-10-01,1,6.04,0.72,6.04,6.76
Dominic,Simpson,Unite Kingdom,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,bold-mountain,2020-10-06,Sustrato,2001-10-01,3,6.04,2.17,18.12,20.29
Dominic,Simpson,Unite Kingdom,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,proud-cherry,1994-07-21,Macetas,2001-10-01,5,338.49,203.09,1692.45,1895.54
Ezra,Reyes,Sweden,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,autumn-brook,2020-02-05,Sustrato,2016-05-13,3,6.04,2.17,18.12,20.29
Ezra,Reyes,Sweden,Macetas de arcilla,son macetas porosas que permiten una mejor circulación del aire y el agua. Sin embargo,red-wood,2020-04-15,Macetas,2016-05-13,2,12.09,2.90,24.18,27.08
Ezra,Reyes,Sweden,Perlita,Es un sustrato de origen volcánico muy ligero que se utiliza a menudo en mezclas de sustratos para bonsáis. Tiene una capacidad de retención de agua moderada y ayuda a mejorar la aireación del sustrato,floral-lake,2020-07-23,Sustrato,2016-05-13,2,6.04,1.45,12.08,13.53
Hunter,King,Sweden,Sierra,se utilizan para cortar ramas gruesas de un bonsái,small-voice,2021-10-17,Herramientas,2006-02-17,4,9.63,4.62,38.52,43.14
Hunter,King,Sweden,Kiryuzuna,También conocido como arena de río,icy-smoke,2021-06-06,Sustrato,2006-02-17,3,6.04,2.17,18.12,20.29
Hunter,King,Sweden,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,winter-meadow,2020-08-04,Macetas,2006-02-17,4,12.09,5.80,48.36,54.16
Hunter,King,Sweden,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,withered-meadow,2021-03-26,Herramientas,2006-02-17,5,9.63,5.78,48.15,53.93
Sophia,Hall,Colombia,Sphagnum moss,Es un tipo de musgo que se utiliza a menudo como sustrato para bonsáis. Tiene una capacidad de retención de agua muy alta y ayuda a mantener las raíces húmedas,falling-sea,2020-01-17,Sustrato,2001-05-27,2,6.04,1.45,12.08,13.53
Sophia,Hall,Colombia,Tijeras de defoliación,se utilizan para eliminar las hojas de un bonsái,weathered-firefly,2020-11-27,Herramientas,2001-05-27,4,9.63,4.62,38.52,43.14
Sophia,Hall,Colombia,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,misty-water,2020-02-28,Herramientas,2001-05-27,5,9.63,5.78,48.15,53.93
Riley,Jackson,Ecuador,Tijeras de defoliación,se utilizan para eliminar las hojas de un bonsái,aged-dew,2020-04-01,Herramientas,2007-03-17,3,9.63,3.47,28.89,32.36
Anthony,Bailey,Unite Kingdom,Kiryuzuna,También conocido como arena de río,weathered-snow,2021-09-26,Sustrato,2005-09-12,4,6.04,2.90,24.16,27.06
Hudson,Carter,Sweden,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,divine-resonance,2020-07-19,Herramientas,2017-06-06,1,9.63,1.16,9.63,10.79
Hudson,Carter,Sweden,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,blue-river,1992-02-11,Macetas,2017-06-06,1,374.76,44.97,374.76,419.73
Hudson,Carter,Sweden,Cepillo de raíz,se utilizan para limpiar la tierra de las raíces del bonsái,autumn-mountain,2020-10-19,Herramientas,2017-06-06,2,9.63,2.31,19.26,21.57
Hudson,Carter,Sweden,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,floral-resonance,2020-05-11,Sustrato,2017-06-06,5,6.04,3.62,30.20,33.82
Hudson,Carter,Sweden,Alicate,se utilizan para ajustar y cortar el alambre que se usa para dar forma a un bonsái,empty-waterfall,2021-06-20,Herramientas,2017-06-06,4,9.63,4.62,38.52,43.14
Mason,Roberts,Unite Estates,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,lingering-pine,2021-08-30,Herramientas,2016-11-27,5,9.63,5.78,48.15,53.93
Mason,Roberts,Unite Estates,Vermiculita,Es un sustrato similar a la perlita,blue-dream,2020-10-03,Sustrato,2016-11-27,5,6.04,3.62,30.20,33.82
Easton,Evans,Ecuador,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,muddy-star,2020-11-30,Herramientas,2008-10-28,4,9.63,4.62,38.52,43.14
Easton,Evans,Ecuador,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,small-smoke,1984-05-16,Macetas,2008-10-28,4,459.38,220.50,1837.52,2058.02
Easton,Evans,Ecuador,Vermiculita,Es un sustrato similar a la perlita,white-grass,2020-11-23,Sustrato,2008-10-28,5,6.04,3.62,30.20,33.82
Jaxson,Reyes,Unite Kingdom,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,misty-water,2020-02-28,Herramientas,2007-08-31,3,9.63,3.47,28.89,32.36
Jaxson,Reyes,Unite Kingdom,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,proud-cherry,1994-07-21,Macetas,2007-08-31,4,338.49,162.48,1353.96,1516.44
Jaxson,Reyes,Unite Kingdom,Sphagnum moss,Es un tipo de musgo que se utiliza a menudo como sustrato para bonsáis. Tiene una capacidad de retención de agua muy alta y ayuda a mantener las raíces húmedas,wild-rain,2021-04-02,Sustrato,2007-08-31,2,6.04,1.45,12.08,13.53
Jaxson,Reyes,Unite Kingdom,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,lively-pond,2021-04-28,Sustrato,2007-08-31,4,6.04,2.90,24.16,27.06
Jaxson,Reyes,Unite Kingdom,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,delicate-dust,2021-02-25,Herramientas,2007-08-31,4,9.63,4.62,38.52,43.14
Carter,Allen,Sweden,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,morning-rain,2020-02-15,Macetas,2017-06-04,4,12.09,5.80,48.36,54.16
Carter,Allen,Sweden,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,aged-silence,2020-08-27,Macetas,2017-06-04,4,12.09,5.80,48.36,54.16
Caroline,Tucker,Sweden,Tierra para macetas,es un sustrato común que se puede utilizar para bonsáis. Es una mezcla de tierra,green-tree,2020-12-09,Sustrato,2022-06-03,4,6.04,2.90,24.16,27.06
Hunter,Mason,Unite Estates,Macetas de plástico,son una opción económica para los bonsáis. Son resistentes,icy-leaf,2021-05-09,Macetas,2021-01-29,2,12.09,2.90,24.18,27.08
Hunter,Mason,Unite Estates,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,autumn-sound,2021-09-29,Sustrato,2021-01-29,5,6.04,3.62,30.20,33.82
Hunter,Mason,Unite Estates,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,young-frost,2021-08-21,Herramientas,2021-01-29,1,9.63,1.16,9.63,10.79
Aiden,Campbell,Sweden,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,patient-breeze,2021-06-06,Macetas,2016-09-16,2,12.09,2.90,24.18,27.08
Aiden,Campbell,Sweden,Alicate,se utilizan para ajustar y cortar el alambre que se usa para dar forma a un bonsái,young-thunder,2020-07-20,Herramientas,2016-09-16,4,9.63,4.62,38.52,43.14
Aiden,Campbell,Sweden,Macetas de plástico,son una opción económica para los bonsáis. Son resistentes,little-violet,2020-01-20,Macetas,2016-09-16,5,12.09,7.25,60.45,67.70
Aiden,Campbell,Sweden,Vermiculita,Es un sustrato similar a la perlita,wispy-violet,2020-09-14,Sustrato,2016-09-16,5,6.04,3.62,30.20,33.82
Aiden,Campbell,Sweden,Tijeras de defoliación,se utilizan para eliminar las hojas de un bonsái,rough-waterfall,2021-08-15,Herramientas,2016-09-16,1,9.63,1.16,9.63,10.79
Dominic,Taylor,Sweden,Tijeras de defoliación,se utilizan para eliminar las hojas de un bonsái,long-fire,2021-12-11,Herramientas,2003-04-06,2,9.63,2.31,19.26,21.57
Dominic,Taylor,Sweden,Macetas de plástico,son una opción económica para los bonsáis. Son resistentes,withered-water,2021-11-05,Macetas,2003-04-06,1,12.09,1.45,12.09,13.54
Adrian,Adams,Sweden,Tijeras de defoliación,se utilizan para eliminar las hojas de un bonsái,small-wood,2020-11-29,Herramientas,2015-02-18,2,9.63,2.31,19.26,21.57
Adrian,Adams,Sweden,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,long-sun,2021-11-19,Macetas,2015-02-18,2,12.09,2.90,24.18,27.08
Adrian,Adams,Sweden,Akadama,Un sustrato japonés hecho de arcilla volcánica,restless-rain,2021-11-28,Sustrato,2015-02-18,2,6.04,1.45,12.08,13.53
Adrian,Adams,Sweden,Perlita,Es un sustrato de origen volcánico muy ligero que se utiliza a menudo en mezclas de sustratos para bonsáis. Tiene una capacidad de retención de agua moderada y ayuda a mejorar la aireación del sustrato,crimson-forest,2021-08-08,Sustrato,2015-02-18,5,6.04,3.62,30.20,33.82
Adrian,Adams,Sweden,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,wispy-sky,2021-04-18,Macetas,2015-02-18,2,12.09,2.90,24.18,27.08
Christopher,Brown,Colombia,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,spring-sunset,2020-11-07,Herramientas,2005-04-30,3,9.63,3.47,28.89,32.36
Christopher,Brown,Colombia,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,ancient-glade,2021-12-15,Herramientas,2005-04-30,4,9.63,4.62,38.52,43.14
Christopher,Brown,Colombia,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,morning-rain,2021-01-14,Sustrato,2005-04-30,2,6.04,1.45,12.08,13.53
Christopher,Brown,Colombia,Macetas de plástico,son una opción económica para los bonsáis. Son resistentes,twilight-breeze,2020-01-27,Macetas,2005-04-30,1,12.09,1.45,12.09,13.54
Christopher,Brown,Colombia,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,ancient-glade,2021-12-15,Herramientas,2005-04-30,3,9.63,3.47,28.89,32.36
Elijah,Morales,Unite Kingdom,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,restless-shape,2020-07-22,Macetas,2005-06-15,4,12.09,5.80,48.36,54.16
Elijah,Morales,Unite Kingdom,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,bitter-wave,2021-06-16,Herramientas,2005-06-15,2,9.63,2.31,19.26,21.57
