pais,edad,sexo,profesion,salario,edad_producto,alto,ancho,profundidad,edad_relevante,cantidad_producto,precio_unitario,iva,subtotal,total,ganancia,clase
23,62,2,2,1500,2,34.44,43.665,43.665,false,3,6.04,2.17,18.12,20.29,1.65,12
23,62,2,2,1500,20,42.6,35.5,28.4,true,2,229.69,55.13,459.38,514.51,41.76,1
24,29,2,2,2000,2,29,8.25,8.25,false,4,12.09,5.80,48.36,54.16,4.40,14
24,29,2,2,2000,10,46.2,33,13.6,true,3,120.89,43.52,362.67,406.19,32.97,1
25,27,2,1,2000,25,24.3,20.25,23.8,true,4,302.23,145.07,1208.92,1353.99,109.92,1
25,27,2,1,2000,3,15.39,7.41,0,false,3,9.63,3.47,28.89,32.36,2.64,13
25,27,2,1,2000,3,39.485,13.515,13.515,false,2,6.04,1.45,12.08,13.53,1.10,12
25,27,2,1,2000,3,13.78,39.22,13.78,false,3,6.04,2.17,18.12,20.29,1.65,12
25,27,2,1,2000,13,16.2,36.5,29.2,true,2,157.16,37.72,314.32,352.04,28.58,1
24,59,2,6,2000,3,25.11,15.47,0,false,5,9.63,5.78,48.15,53.93,4.40,13
24,59,2,6,2000,3,18.25,31.75,31.75,false,4,6.04,2.90,24.16,27.06,2.20,12
24,59,2,6,2000,2,19.875,19.875,33.125,false,5,6.04,3.62,30.20,33.82,2.75,12
24,59,2,6,2000,23,35.2,33.6,28,true,5,265.96,159.58,1329.80,1489.38,120.90,1
23,29,2,3,900,2,26.45,14.95,0,false,2,9.63,2.31,19.26,21.57,1.76,13
23,29,2,3,900,3,18.25,18.25,31.75,false,3,6.04,2.17,18.12,20.29,1.65,12
23,29,2,3,900,42,39,32.5,26,true,2,495.65,118.96,991.30,1110.26,90.12,1
22,34,1,3,750,13,26.1,33.9,26.1,true,4,157.16,75.44,628.64,704.08,57.16,1
22,34,1,3,750,38,17.4,16.95,13.05,true,3,459.38,165.38,1378.14,1543.52,125.28,14
22,34,1,3,750,3,29.82,41.18,41.18,false,5,6.04,3.62,30.20,33.82,2.75,12
22,34,1,3,750,19,23.4,30.5,15.6,true,1,217.60,26.11,217.60,243.71,19.78,1
22,34,1,3,750,2,35.28,9.620000000000001,0,false,1,9.63,1.16,9.63,10.79,0.88,13
22,47,2,4,900,24,25.2,32,25.6,true,4,290.14,139.27,1160.56,1299.83,105.52,1
22,47,2,4,900,39,33.75,27,20.25,true,3,459.38,165.38,1378.14,1543.52,125.28,1
22,47,2,4,900,3,25.8,14.2,25.8,false,3,12.09,4.35,36.27,40.62,3.30,14
24,27,1,3,2000,31,49.2,43.05,23.1,true,4,362.67,174.08,1450.68,1624.76,131.88,1
24,27,1,3,2000,13,45.45,40.4,35.35,true,3,145.07,52.23,435.21,487.44,39.57,1
24,27,1,3,2000,2,38.34,18.46,0,false,2,9.63,2.31,19.26,21.57,1.76,13
25,55,1,1,1500,36,39.2,26.4,28,true,2,435.20,104.45,870.40,974.85,79.12,1
25,55,1,1,1500,3,20,20,30,false,2,6.04,1.45,12.08,13.53,1.10,12
25,55,1,1,1500,2,21.17,9.49,0,false,2,9.63,2.31,19.26,21.57,1.76,13
25,55,1,1,1500,2,33.6,18.2,0,false,1,9.63,1.16,9.63,10.79,0.88,13
25,55,1,1,1500,3,43.31,27.69,43.31,false,1,6.04,0.72,6.04,6.76,0.55,12
22,58,1,4,1000,2,34.72,26.98,26.98,false,2,6.04,1.45,12.08,13.53,1.10,12
22,45,2,2,1000,2,15.37,15.37,15.37,false,1,6.04,0.72,6.04,6.76,0.55,12
25,38,2,5,2000,2,26.6,26.6,26.6,false,2,6.04,1.45,12.08,13.53,1.10,12
25,38,2,5,2000,34,29.1,25.75,19.4,true,4,398.94,191.49,1595.76,1787.25,145.08,1
25,38,2,5,2000,31,53.2,46.55,20.1,true,2,374.76,89.94,749.52,839.46,68.14,1
25,38,2,5,2000,3,35.84,35.84,35.84,false,1,6.04,0.72,6.04,6.76,0.55,12
24,38,2,2,1000,2,19.875,19.875,33.125,false,5,6.04,3.62,30.20,33.82,2.75,12
24,38,2,2,1000,13,33,33,27,true,3,145.07,52.23,435.21,487.44,39.57,1
25,27,2,1,900,3,44.64,7.28,0,false,2,9.63,2.31,19.26,21.57,1.76,13
25,27,2,1,900,8,33.3,26.7,33.3,true,3,96.71,34.82,290.13,324.95,26.37,1
25,27,2,1,900,4,36.4,31.2,26,true,4,48.36,23.21,193.44,216.65,17.60,1
25,27,2,1,900,21,19.8,33.5,26.8,true,2,253.87,60.93,507.74,568.67,46.16,1
25,27,2,1,900,2,19.8,17.6,15.4,false,2,12.09,2.90,24.18,27.08,2.20,14
21,32,1,3,750,2,21.12,11.44,0,false,5,9.63,5.78,48.15,53.93,4.40,13
21,32,1,3,750,2,31.64,40.115,30.884999999999998,false,4,6.04,2.90,24.16,27.06,2.20,12
21,32,1,3,750,38,20.52,18.240000000000002,12.04,true,2,459.38,110.25,918.76,1029.01,83.52,14
21,32,1,3,750,41,43.8,13.5,10.8,true,3,483.56,174.08,1450.68,1624.76,131.88,1
23,35,2,1,900,3,33.92,19.08,19.08,false,2,6.04,1.45,12.08,13.53,1.10,12
23,35,2,1,900,2,28.25,21.75,21.75,false,1,6.04,0.72,6.04,6.76,0.55,12
23,35,2,1,900,3,20.935,20.935,20.935,false,1,6.04,0.72,6.04,6.76,0.55,12
21,63,2,6,900,2,12.24,19.37,0,false,5,9.63,5.78,48.15,53.93,4.40,13
22,39,2,3,2000,2,17.36,22.009999999999998,22.009999999999998,false,3,6.04,2.17,18.12,20.29,1.65,12
22,39,2,3,2000,20,51.1,16.2,36.5,true,2,229.69,55.13,459.38,514.51,41.76,1
24,54,2,6,900,2,38.16,38.16,38.16,false,3,6.04,2.17,18.12,20.29,1.65,12
24,54,2,6,900,2,24.38,12.22,0,false,5,9.63,5.78,48.15,53.93,4.40,13
24,54,2,6,900,5,31.5,33,27.5,true,5,60.45,36.27,302.25,338.52,27.50,1
24,54,2,6,900,2,36.12,45.795,25.205,false,5,6.04,3.62,30.20,33.82,2.75,12
24,44,2,2,1500,25,20.3,17.4,35.5,true,4,302.23,145.07,1208.92,1353.99,109.92,1
24,37,2,6,1000,2,20.44,16.509999999999998,0,false,4,9.63,4.62,38.52,43.14,3.52,13
24,37,2,6,1000,2,26.235,26.765,26.235,false,2,6.04,1.45,12.08,13.53,1.10,12
24,37,2,6,1000,3,24.645,24.645,24.645,false,3,6.04,2.17,18.12,20.29,1.65,12
24,37,2,6,1000,26,29.75,23.8,12.15,true,2,314.31,75.43,628.62,704.05,57.14,1
24,37,2,6,1000,3,25.2,14.3,0,false,1,9.63,1.16,9.63,10.79,0.88,13
23,24,1,1,900,3,26.6,13.65,0,false,3,9.63,3.47,28.89,32.36,2.64,13
23,24,1,1,900,4,36.4,28.8,26,true,2,48.36,11.61,96.72,108.33,8.80,1
23,24,1,1,900,3,25.6,10.4,0,false,4,9.63,4.62,38.52,43.14,3.52,13
23,24,1,1,900,3,31.75,31.75,18.25,false,1,6.04,0.72,6.04,6.76,0.55,12
23,42,2,3,750,3,26.04,26.04,26.04,false,5,6.04,3.62,30.20,33.82,2.75,12
23,62,2,2,1500,3,33.6,22.4,33.6,false,2,6.04,1.45,12.08,13.53,1.10,12
23,62,2,2,1500,3,14.79,19.37,0,false,2,9.63,2.31,19.26,21.57,1.76,13
23,42,2,3,750,15,17.4,35.5,11.6,true,2,169.25,40.62,338.50,379.12,30.78,1
23,42,2,3,750,2,31.92,8.71,0,false,4,9.63,4.62,38.52,43.14,3.52,13
23,42,2,3,750,2,29.75,15.47,0,false,5,9.63,5.78,48.15,53.93,4.40,13
23,62,2,2,1500,2,13.4,13.4,26.6,false,2,12.09,2.90,24.18,27.08,2.20,14
23,62,2,2,1500,3,29.82,41.18,41.18,false,3,6.04,2.17,18.12,20.29,1.65,12
23,62,2,2,1500,3,35.28,26.27,44.730000000000004,false,2,6.04,1.45,12.08,13.53,1.10,12
23,46,2,5,1000,3,37.63,37.63,15.37,false,1,6.04,0.72,6.04,6.76,0.55,12
23,46,2,5,1000,3,18.25,18.25,31.75,false,5,6.04,3.62,30.20,33.82,2.75,12
25,41,2,6,1000,9,45.45,39.6,35.35,true,3,96.71,34.82,290.13,324.95,26.37,1
23,46,2,5,1000,2,20.16,35.84,35.84,false,3,6.04,2.17,18.12,20.29,1.65,12
23,46,2,5,1000,3,17.92,17.92,17.92,false,2,6.04,1.45,12.08,13.53,1.10,12
25,27,2,1,900,3,14.5,7.54,0,false,4,9.63,4.62,38.52,43.14,3.52,13
25,27,2,1,900,2,25.97,25.97,25.97,false,2,6.04,1.45,12.08,13.53,1.10,12
25,27,2,1,900,31,27.5,22.5,22.5,true,2,362.67,87.04,725.34,812.38,65.94,14
25,27,2,1,900,2,15.5,34.5,15.5,false,1,6.04,0.72,6.04,6.76,0.55,12
25,27,2,1,900,3,33.84,18.33,0,false,5,9.63,5.78,48.15,53.93,4.40,13
25,27,2,1,900,3,19.75,15.73,0,false,3,9.63,3.47,28.89,32.36,2.64,13
25,62,1,4,1000,3,33.92,33.92,33.92,false,4,6.04,2.90,24.16,27.06,2.20,12
25,62,1,4,1000,11,41.2,33.95,30.9,true,3,132.98,47.87,398.94,446.81,36.27,1
25,62,1,4,1000,2,41.44,14.56,14.56,false,1,6.04,0.72,6.04,6.76,0.55,12
25,62,1,4,1000,3,14.56,18.46,52.54,false,3,6.04,2.17,18.12,20.29,1.65,12
23,39,2,1,1000,2,34.8,10.92,0,false,4,9.63,4.62,38.52,43.14,3.52,13
23,39,2,1,1000,3,43.4,18.2,0,false,1,9.63,1.16,9.63,10.79,0.88,13
23,39,2,1,1000,3,38.08,10.53,0,false,1,9.63,1.16,9.63,10.79,0.88,13
23,39,2,1,1000,3,25.705,25.705,25.705,false,5,6.04,3.62,30.20,33.82,2.75,12
23,39,2,1,1000,19,56.7,50.4,25.9,true,1,217.60,26.11,217.60,243.71,19.78,1
23,39,2,1,1000,2,38.72,15.73,0,false,4,9.63,4.62,38.52,43.14,3.52,13
22,49,2,6,750,38,26.6,22.8,19,true,2,459.38,110.25,918.76,1029.01,83.52,1
22,49,2,6,750,2,37.519999999999996,37.519999999999996,37.519999999999996,false,5,6.04,3.62,30.20,33.82,2.75,12
24,34,2,6,900,2,25.44,27.56,27.56,false,4,6.04,2.90,24.16,27.06,2.20,12
24,34,2,6,900,3,40.6,19.525,51.475,false,5,6.04,3.62,30.20,33.82,2.75,12
24,34,2,6,900,3,21,35,21,false,1,6.04,0.72,6.04,6.76,0.55,12
25,41,1,5,1000,21,47.7,42.4,32.9,true,3,241.78,87.04,725.34,812.38,65.94,1
25,41,1,5,1000,22,36,30,16,true,3,253.87,91.39,761.61,853.00,69.24,1
25,41,1,5,1000,3,11.66,9.54,26.46,false,4,12.09,5.80,48.36,54.16,4.40,14
25,41,1,5,1000,3,30.08,13.78,0,false,5,9.63,5.78,48.15,53.93,4.40,13
25,41,1,5,1000,3,18.25,25.4,25.4,false,4,12.09,5.80,48.36,54.16,4.40,14
25,41,1,5,1000,8,33.3,26.7,33.3,true,3,96.71,34.82,290.13,324.95,26.37,1
21,32,1,2,750,3,37.24,37.24,18.759999999999998,false,4,6.04,2.90,24.16,27.06,2.20,12
21,32,1,2,750,34,38.1,31.75,14.6,true,4,411.03,197.29,1644.12,1841.41,149.48,1
21,32,1,2,750,3,16.94,22.14,22.14,false,3,12.09,4.35,36.27,40.62,3.30,14
21,27,2,3,1000,3,28.32,10.66,0,false,5,9.63,5.78,48.15,53.93,4.40,13
23,24,2,3,2000,20,31.5,27,22.5,true,2,241.78,58.03,483.56,541.59,43.96,1
23,24,2,3,2000,13,63.45,23.6,20.65,true,4,145.07,69.63,580.28,649.91,52.76,1
22,43,2,5,900,3,44.019999999999996,58.28,35.72,false,5,6.04,3.62,30.20,33.82,2.75,12
25,33,2,5,2000,30,27.65,23.7,19.75,true,4,350.58,168.28,1402.32,1570.60,127.48,1
25,33,2,5,2000,2,28.09,24.91,28.09,false,1,6.04,0.72,6.04,6.76,0.55,12
25,33,2,5,2000,3,34.56,11.96,0,false,2,9.63,2.31,19.26,21.57,1.76,13
25,33,2,5,2000,26,34.8,33.9,21.75,true,4,302.23,145.07,1208.92,1353.99,109.92,1
25,33,2,5,2000,2,34.8,10.92,0,false,4,9.63,4.62,38.52,43.14,3.52,13
21,41,2,3,750,3,38.86,8.58,0,false,1,9.63,1.16,9.63,10.79,0.88,13
22,26,2,4,750,2,22.08,13.52,0,false,4,9.63,4.62,38.52,43.14,3.52,13
22,26,2,4,750,7,56,42,35,true,2,72.53,17.41,145.06,162.47,13.18,1
22,26,2,4,750,2,26.6,26.6,26.6,false,4,6.04,2.90,24.16,27.06,2.20,12
22,26,2,4,750,2,33.75,17.55,0,false,1,9.63,1.16,9.63,10.79,0.88,13
22,26,2,4,750,2,24.92,24.92,31.08,false,3,6.04,2.17,18.12,20.29,1.65,12
25,27,2,1,2000,2,21.58,15.21,0,false,2,9.63,2.31,19.26,21.57,1.76,13
25,27,2,1,2000,3,16.740000000000002,7.02,0,false,5,9.63,5.78,48.15,53.93,4.40,13
25,27,2,1,2000,22,28.5,28.5,28.5,true,1,265.96,31.92,265.96,297.88,24.18,1
25,27,2,1,2000,14,39.6,17,26.4,true,1,157.16,18.86,157.16,176.02,14.29,1
25,27,2,1,2000,2,26.98,35.72,58.28,false,3,6.04,2.17,18.12,20.29,1.65,12
23,29,2,4,900,2,19.8,17.6,15.4,false,3,12.09,4.35,36.27,40.62,3.30,14
23,29,2,4,900,3,14.045,14.045,38.955,false,5,6.04,3.62,30.20,33.82,2.75,12
23,29,2,4,900,3,35.56,25.915,25.915,false,2,6.04,1.45,12.08,13.53,1.10,12
24,40,2,3,2000,17,47.6,41.65,24.3,true,5,205.51,123.31,1027.55,1150.86,93.40,1
24,40,2,3,2000,3,32.86,12.22,0,false,4,9.63,4.62,38.52,43.14,3.52,13
24,40,2,3,2000,3,21.06,15.47,0,false,1,9.63,1.16,9.63,10.79,0.88,13
24,40,2,3,2000,3,17.755000000000003,17.755000000000003,17.755000000000003,false,2,6.04,1.45,12.08,13.53,1.10,12
25,55,2,1,750,3,43.5,18.85,0,false,4,9.63,4.62,38.52,43.14,3.52,13
25,55,2,1,750,7,23.1,33.5,13.2,true,4,84.62,40.62,338.48,379.10,30.76,1
25,55,2,1,750,2,26.6,12.35,0,false,2,9.63,2.31,19.26,21.57,1.76,13
25,55,2,1,750,2,29.75,15.47,0,false,3,9.63,3.47,28.89,32.36,2.64,13
25,55,2,1,750,9,42.9,35.75,28.6,true,4,96.71,46.42,386.84,433.26,35.16,1
21,62,1,3,900,2,22.31,13.39,0,false,3,9.63,3.47,28.89,32.36,2.64,13
21,62,1,3,900,3,14,36,36,false,2,6.04,1.45,12.08,13.53,1.10,12
21,62,1,3,900,2,20.235,50.765,50.765,false,3,6.04,2.17,18.12,20.29,1.65,12
25,57,2,5,2000,2,34.72,26.98,26.98,false,2,6.04,1.45,12.08,13.53,1.10,12
23,47,2,6,2000,28,49.6,43.4,22.8,true,2,338.49,81.24,676.98,758.22,61.54,1
23,47,2,6,2000,2,33.37,37.63,37.63,false,4,6.04,2.90,24.16,27.06,2.20,12
25,60,2,6,750,27,21,39,21,true,4,314.31,150.87,1257.24,1408.11,114.28,1
25,60,2,6,750,2,20.5,29.5,20.5,false,5,6.04,3.62,30.20,33.82,2.75,12
25,60,2,6,750,6,23.8,39.6,17,true,4,72.53,34.81,290.12,324.93,26.36,1
25,60,2,6,750,13,35.4,20.5,16.4,true,2,157.16,37.72,314.32,352.04,28.58,1
23,40,2,5,1000,2,10.8,8.1,21.9,false,1,12.09,1.45,12.09,13.54,1.10,14
24,58,2,3,2000,3,39,6.5,0,false,2,9.63,2.31,19.26,21.57,1.76,13
24,58,2,3,2000,2,44.730000000000004,26.27,26.27,false,5,6.04,3.62,30.20,33.82,2.75,12
24,58,2,3,2000,2,36.66,18.33,0,false,4,9.63,4.62,38.52,43.14,3.52,13
24,58,2,3,2000,3,28.56,10.53,0,false,4,9.63,4.62,38.52,43.14,3.52,13
24,58,2,3,2000,19,56.7,50.4,25.9,true,4,217.60,104.45,870.40,974.85,79.12,1
25,29,2,5,750,2,29.68,29.68,26.32,false,4,6.04,2.90,24.16,27.06,2.20,12
25,29,2,5,750,2,20.44,16.509999999999998,0,false,2,9.63,2.31,19.26,21.57,1.76,13
25,29,2,5,750,26,28.7,29.5,23.6,true,2,302.23,72.54,604.46,677.00,54.96,1
21,60,2,4,1000,3,37,19.240000000000002,0,false,4,9.63,4.62,38.52,43.14,3.52,13
21,60,2,4,1000,38,27.3,32.7,32.7,true,1,459.38,55.13,459.38,514.51,41.76,1
21,60,2,4,1000,12,44.8,32,25.6,true,3,132.98,47.87,398.94,446.81,36.27,1
25,42,2,1,1500,2,18.105,23.97,70.03,false,5,6.04,3.62,30.20,33.82,2.75,12
25,42,2,1,1500,3,16.52,16.52,39.480000000000004,false,4,6.04,2.90,24.16,27.06,2.20,12
25,42,2,1,1500,3,36.96,19.04,36.96,false,2,6.04,1.45,12.08,13.53,1.10,12
25,42,2,1,1500,3,26.04,29.96,26.04,false,1,6.04,0.72,6.04,6.76,0.55,12
25,42,2,1,1500,3,50.41,27.26,27.26,false,1,6.04,0.72,6.04,6.76,0.55,12
24,49,2,4,1500,3,34.269999999999996,19.37,0,false,1,9.63,1.16,9.63,10.79,0.88,13
24,49,2,4,1500,3,39.485,13.515,13.515,false,3,6.04,2.17,18.12,20.29,1.65,12
24,49,2,4,1500,23,39.9,20.1,39.9,true,3,265.96,95.75,797.88,893.63,72.54,1
24,49,2,4,1500,10,26.1,56.8,49.7,true,5,120.89,72.53,604.45,676.98,54.95,1
24,49,2,4,1500,3,47.57,47.57,23.43,false,2,6.04,1.45,12.08,13.53,1.10,12
22,24,2,4,1500,2,32.64,13.26,0,false,4,9.63,4.62,38.52,43.14,3.52,13
22,24,2,4,1500,14,34.75,12.2,20.85,true,5,157.16,94.30,785.80,880.10,71.45,1
21,41,2,2,900,2,38.72,15.73,0,false,4,9.63,4.62,38.52,43.14,3.52,13
21,46,1,3,1000,2,10.4,22.2,7.8,false,2,12.09,2.90,24.18,27.08,2.20,14
21,46,1,3,1000,3,28.56,10.53,0,false,1,9.63,1.16,9.63,10.79,0.88,13
21,46,1,3,1000,2,39.405,39.405,39.405,false,1,6.04,0.72,6.04,6.76,0.55,12
21,46,1,3,1000,2,17.08,18.07,0,false,5,9.63,5.78,48.15,53.93,4.40,13
21,46,1,3,1000,2,15.12,7.02,0,false,4,9.63,4.62,38.52,43.14,3.52,13
22,24,2,1,1000,2,21.73,31.27,31.27,false,3,6.04,2.17,18.12,20.29,1.65,12
22,24,2,1,1000,36,31.5,26.25,21,true,5,423.12,253.87,2115.60,2369.47,192.35,1
22,24,2,1,1000,41,52.4,24.15,39.3,true,4,483.56,232.11,1934.24,2166.35,175.84,1
22,24,2,1,1000,28,37.5,30,7.5,true,2,338.49,81.24,676.98,758.22,61.54,1
22,24,2,1,1000,2,15.25,15.25,34.75,false,5,6.04,3.62,30.20,33.82,2.75,12
22,24,2,1,1000,9,19.75,15.8,11.85,true,5,108.80,65.28,544.00,609.28,49.45,1
22,24,2,1,1000,2,17.02,16.38,0,false,3,9.63,3.47,28.89,32.36,2.64,13
22,24,2,1,1000,3,24.85,24.85,24.85,false,1,6.04,0.72,6.04,6.76,0.55,12
22,24,2,1,1000,41,43.75,22.5,31.25,true,4,495.65,237.91,1982.60,2220.51,180.24,1
22,24,2,1,1000,5,31.5,33,27.5,true,2,60.45,14.51,120.90,135.41,11.00,1
25,54,2,4,1500,2,20.7,13.6,11.9,false,4,12.09,5.80,48.36,54.16,4.40,14
25,54,2,4,1500,3,17.92,17.92,17.92,false,1,6.04,0.72,6.04,6.76,0.55,12
22,62,2,1,1000,3,24.12,10.559999999999999,9.24,false,3,12.09,4.35,36.27,40.62,3.30,14
22,62,2,1,1000,2,19.525,25.85,25.85,false,3,6.04,2.17,18.12,20.29,1.65,12
22,62,2,1,1000,2,36.835,36.835,36.835,false,2,6.04,1.45,12.08,13.53,1.10,12
22,62,2,1,1000,2,24.92,24.92,31.08,false,4,6.04,2.90,24.16,27.06,2.20,12
24,50,2,6,2000,2,22.12,22.12,33.88,false,1,6.04,0.72,6.04,6.76,0.55,12
24,50,2,6,2000,2,33.75,17.55,0,false,4,9.63,4.62,38.52,43.14,3.52,13
24,50,2,6,2000,2,36.835,36.835,36.835,false,4,6.04,2.90,24.16,27.06,2.20,12
24,50,2,6,2000,2,12.24,19.37,0,false,3,9.63,3.47,28.89,32.36,2.64,13
24,50,2,6,2000,3,34.32,18.59,0,false,3,9.63,3.47,28.89,32.36,2.64,13
23,50,2,5,2000,3,37.63,49.82,49.82,false,3,6.04,2.17,18.12,20.29,1.65,12
23,50,2,5,2000,3,26.6,13.65,0,false,2,9.63,2.31,19.26,21.57,1.76,13
25,42,2,1,900,3,32.25,9.23,0,false,2,9.63,2.31,19.26,21.57,1.76,13
25,42,2,1,900,3,21.75,28.25,21.75,false,4,6.04,2.90,24.16,27.06,2.20,12
25,42,2,1,900,15,51.45,13.25,10.6,true,5,169.25,101.55,846.25,947.80,76.95,1
25,42,2,1,900,8,15.5,12.4,9.3,true,4,96.71,46.42,386.84,433.26,35.16,1
25,42,2,1,900,3,14,36,36,false,1,6.04,0.72,6.04,6.76,0.55,12
25,42,2,1,900,6,34.3,30.6,24.5,true,5,60.45,36.27,302.25,338.52,27.50,1
25,42,2,1,900,26,30.8,28,17.6,true,3,302.23,108.80,906.69,1015.49,82.44,1
25,42,2,1,900,2,25.8,11.18,0,false,5,9.63,5.78,48.15,53.93,4.40,13
22,30,2,3,900,41,43.65,38.8,33.95,true,3,495.65,178.43,1486.95,1665.38,135.18,1
22,30,2,3,900,3,41.92,17.03,0,false,2,9.63,2.31,19.26,21.57,1.76,13
23,29,2,3,900,6,47.6,16,12.8,true,3,60.45,21.76,181.35,203.11,16.50,1
23,29,2,3,900,42,17.1,42.9,17.1,true,2,507.74,121.86,1015.48,1137.34,92.32,1
23,28,2,6,750,42,39,32.5,26,true,3,495.65,178.43,1486.95,1665.38,135.18,1
23,28,2,6,750,3,33.92,19.08,19.08,false,1,6.04,0.72,6.04,6.76,0.55,12
23,28,2,6,750,2,19.53,8.190000000000001,0,false,3,9.63,3.47,28.89,32.36,2.64,13
25,27,2,1,2000,3,25.3,14.3,0,false,3,9.63,3.47,28.89,32.36,2.64,13
25,32,2,2,1000,2,14.26,17.94,0,false,3,9.63,3.47,28.89,32.36,2.64,13
25,32,2,2,1000,2,28.09,28.09,24.91,false,5,6.04,3.62,30.20,33.82,2.75,12
25,58,2,1,1500,3,44.64,18.72,0,false,3,9.63,3.47,28.89,32.36,2.64,13
25,58,2,1,1500,24,8.4,17.28,17.28,true,2,290.14,69.63,580.28,649.91,52.76,14
25,58,2,1,1500,2,23.58,11.04,9.66,false,2,12.09,2.90,24.18,27.08,2.20,14
25,58,2,1,1500,40,53.6,19.8,16.5,true,2,483.56,116.05,967.12,1083.17,87.92,1
25,58,2,1,1500,33,18,42,18,true,1,386.85,46.42,386.85,433.27,35.17,1
24,34,2,4,1000,2,16.47,7.93,0,false,1,9.63,1.16,9.63,10.79,0.88,13
24,34,2,4,1000,3,34.269999999999996,19.37,0,false,3,9.63,3.47,28.89,32.36,2.64,13
24,34,2,4,1000,6,17,26.4,19.8,true,3,72.53,26.11,217.59,243.70,19.77,1
24,34,2,4,1000,2,32.43,18.33,0,false,3,9.63,3.47,28.89,32.36,2.64,13
24,34,2,4,1000,25,36.8,32.2,27.6,true,5,290.14,174.08,1450.70,1624.78,131.90,1
21,32,1,2,750,19,35.7,35.7,24.3,true,1,229.69,27.56,229.69,257.25,20.88,1
21,32,2,3,750,2,28.84,28.84,27.16,false,3,6.04,2.17,18.12,20.29,1.65,12
21,32,2,3,750,31,50,26.25,22.5,true,4,362.67,174.08,1450.68,1624.76,131.88,1
21,32,2,3,750,40,31.5,31.5,28.5,true,5,483.56,290.14,2417.80,2707.94,219.80,1
22,36,2,4,1000,10,39,39,21,true,1,120.89,14.51,120.89,135.40,10.99,1
22,36,2,4,1000,14,20.8,51.8,15.6,true,3,157.16,56.58,471.48,528.06,42.87,1
24,27,1,3,2000,31,41.2,30.9,25.75,true,4,374.76,179.88,1499.04,1678.92,136.28,1
24,27,1,3,2000,3,37.63,37.63,15.37,false,4,6.04,2.90,24.16,27.06,2.20,12
24,27,1,3,2000,20,31.5,27,22.5,true,2,241.78,58.03,483.56,541.59,43.96,1
23,37,2,3,900,3,46.72,18.98,0,false,2,9.63,2.31,19.26,21.57,1.76,13
23,37,2,3,900,3,13,27,27,false,5,12.09,7.25,60.45,67.70,5.50,14
23,37,2,3,900,2,20.25,15.47,0,false,1,9.63,1.16,9.63,10.79,0.88,13
23,37,2,3,900,35,26.8,20.1,33.25,true,2,411.03,98.65,822.06,920.71,74.74,1
23,37,2,3,900,3,28.32,10.66,0,false,4,9.63,4.62,38.52,43.14,3.52,13
23,37,2,3,900,31,28.5,31.5,31.5,true,4,362.67,174.08,1450.68,1624.76,131.88,1
24,44,2,2,1500,2,36,14,14,false,5,6.04,3.62,30.20,33.82,2.75,12
24,44,2,2,1500,3,31.535,21.465,31.535,false,5,6.04,3.62,30.20,33.82,2.75,12
24,45,2,4,2000,2,45.795,33.37,33.37,false,3,6.04,2.17,18.12,20.29,1.65,12
24,45,2,4,2000,35,37.45,26.75,21.4,true,5,411.03,246.62,2055.15,2301.77,186.85,1
23,58,2,2,1000,41,28,24,30,true,5,495.65,297.39,2478.25,2775.64,225.30,1
25,34,2,1,1000,24,55.6,41.7,15.25,true,4,290.14,139.27,1160.56,1299.83,105.52,1
24,31,2,4,1000,3,30.175,40.825,40.825,false,4,6.04,2.90,24.16,27.06,2.20,12
24,31,2,4,1000,42,23.7,23.7,23.7,true,2,507.74,121.86,1015.48,1137.34,92.32,1
24,31,2,4,1000,2,27.16,28.84,27.16,false,2,6.04,1.45,12.08,13.53,1.10,12
24,31,2,4,1000,33,45.85,17.25,26.2,true,2,398.94,95.75,797.88,893.63,72.54,1
24,31,2,4,1000,3,38.4,16.64,0,false,3,9.63,3.47,28.89,32.36,2.64,13
25,34,2,1,1000,2,36.66,18.33,0,false,4,9.63,4.62,38.52,43.14,3.52,13
25,34,2,1,1000,3,34.269999999999996,19.37,0,false,3,9.63,3.47,28.89,32.36,2.64,13
22,46,2,1,750,8,45.6,39.9,25.8,true,3,96.71,34.82,290.13,324.95,26.37,1
22,46,2,1,750,3,32.33,32.33,20.67,false,1,6.04,0.72,6.04,6.76,0.55,12
22,46,2,1,750,2,22.259999999999998,30.740000000000002,22.259999999999998,false,2,6.04,1.45,12.08,13.53,1.10,12
23,34,2,2,1000,3,17.6,21.6,14.4,false,4,12.09,5.80,48.36,54.16,4.40,14
23,34,2,2,1000,2,36.9,10.01,0,false,3,9.63,3.47,28.89,32.36,2.64,13
25,28,2,6,2000,2,30,16.25,0,false,1,9.63,1.16,9.63,10.79,0.88,13
25,28,2,6,2000,15,27.3,27.25,18.2,true,3,181.34,65.28,544.02,609.30,49.47,1
25,28,2,6,2000,23,30.45,21.75,22.6,true,4,278.05,133.46,1112.20,1245.66,101.12,1
25,28,2,6,2000,25,36.75,28.5,23.75,true,5,290.14,174.08,1450.70,1624.78,131.90,1
21,27,1,4,2000,2,13.5,20,10.5,false,2,12.09,2.90,24.18,27.08,2.20,14
21,27,1,4,2000,2,21.6,14.3,0,false,3,9.63,3.47,28.89,32.36,2.64,13
21,27,1,4,2000,30,49,42,15,true,1,350.58,42.07,350.58,392.65,31.87,1
21,27,1,4,2000,15,25.5,28.75,17,true,4,181.34,87.04,725.36,812.40,65.96,1
